,Daftar,Poem,Beyt,Mesra1,Mesra2
11783,4,134,17,روحشان بشكست و اندر آب ریخت,"ذره ذره آبشان بر می گسیخت 
"
11784,4,134,18,كیست كاو نشیند احوال ثمود ؟,"و انكه صرصر عادیان را میربود
"
11785,4,134,19,چشم، باری در چنان پیلان گشا,"كه بُدندی پیل كش اندر وغا
"
11786,4,134,20,آن چنان پیلان و شاهان ظلوم,"زیر خشم دل همیشه در رجوم 
"
11787,4,134,21,تا ابد از ظلمتی در ظلمتی,"می روند و نیست غوثی رحمتی 
"
11788,4,134,22,نام نیك و بد مگر نشنیده اید ؟,"جمله دیدند و شما نادیده اید 
"
11789,4,134,23,دیده را نادیده می آرید، لیك,"چشمتان را واگشاید مرگ نیك 
"
11790,4,134,24,گر دو عالم پر بود خورشید و نور,"چون روی در ظلمتی مانند گور
"
11791,4,134,25,بی نصیب آئی از آن نور عظیم,"بسته روزن باشی از ماه كریم 
"
11792,4,134,26,تو درون چاه رفتستی ز كاخ,"چه گنه دارد جهانهای فراخ ؟
"
11793,4,134,27,جان كه اندر وصف گرگی ماند او,"چون ببیند روی یوسف را؟ بگو
"
11794,4,134,28,لحن داودی به سنگ و ُكه رسید,"گوش آن ""سنگین دلانش"" كم شنید
"
11795,4,134,29,آفرین بر عقل و بر انصاف باد,"هر زمان، و الله أعلم بالرشاد
"
11796,4,134,30,صَدِّقوا رُسلا كراما یا سبا,"صدقوا روحا سباها من سبا
"
11797,4,134,31,صدقوهم هم شموس طالعة,"یؤمنوكم من مخازی القارعة 
"
11798,4,134,32,صدقوهم هم بدور زاهرة,"قبل أن یلقوكم بالساهرة
"
11799,4,134,33,صدقوهم هم مصابیح الدجی,"أكرموهم هم مفاتیح الرجا
"
11800,4,134,34,صدقوا من لیس یرجو خیركم,"لا تضلوا لا تصدوا غیركم 
"
11801,4,134,35,پارسی گوئیم هین تازی بهل,"هندوی آن ترك باش ای آب و گل 
"
11802,4,135,1,هین گواهیهای شاهان بشنوید,"بگرویدند آسمانها بگروید
"
11803,4,135,2,یا بحال اولینان بنگرید,"یا سوی آخر، به حزمی بر پرید
"
11804,4,135,3,حزم چه بود؟ در  دو  تدبیر احتیاط,"از دو، آن گیری، كه دور است از خباط
"
11805,4,135,4,آن یكی گوید: در این ره، هفت روز,"نیست آب و هست ریگ پای سوز
"
11806,4,135,5,آن دگر گوید: دروغ است این بدان,"كه به هر شب، چشمه ای بینی روان 
"
11807,4,135,6,حزم آن باشد كه برگیری تو آب,"تا رهی از ترس و، باشی در صواب 
"
11808,4,135,7,گر بود در راه آب، این را بریز,"ور نباشد، وای بر مرد ستیز
"
11809,4,135,8,ای خلیفه زادگان، دادی كنید,"حزم بهر روز میعادی كنید
"
11810,4,135,9,آن عدوئی كز پدرتان كین كشید,"سوی زندانش ز علیین كشید
"
11811,4,135,10,آن شه شطرنج، دل را مات كرد,"از بهشتش سخرۀ آفات كرد
"
11812,4,135,11,چند جا، بندش گرفت، اندر نبرد,"تا به كشتی در فكندش، روی زرد
"
11813,4,135,12,این چنین كردست با آن پهلوان,"سست سستش منگرید ای دیگران 
"
11814,4,135,13,مادر و بابای ما را، آن حسود,"تاج و پیرایه به چالاكی ربود
"
11815,4,135,14,كردشان آن جا برهنه و زار و خوار,"سالها بگریست آدم، زار زار
"
11816,4,135,15,كه ز اشك چشم او روئید نَبت,"كه چرا اندر جریده لاست ثبت 
"
11817,4,135,16,تو قیاسی گیر، طرّاریش را,"كه چُنان سرور،  َكنَد، زو ریش را
"
11818,4,135,17,الحذر، ای گل پرستان، از شرش,"تیغ لا حولی زنید اندر سرش 
"
11819,4,135,18,كاو همی بیند شما را از كمین,"كه شما او را نمی بینید هین 
"
11820,4,135,19,دائما ً صیاد ریزد دانه ها,"دانه پیدا باشد و، پنهان دغا
"
11821,4,135,20,هر كجا دانه بدیدی، الحذر,"تا نبندد دام، بر تو بال و پر
"
11822,4,135,21,* چونکه دیدی دانه بگریز ای حمام,"ورنه چون خوردی، در افتادی به دام
"
11823,4,135,22,* شاد مرغی کاو به ترک دانه گفت,"در ریاض قدس، بهرش  ُگل شکفت
"
11824,4,135,23,ز انكه مرغی كاو بترك دانه كرد,"دانه از صحرای بی تزویر خَورد
"
11825,4,135,24,هم بدان قانع شد و از دام جست,"هیچ دامی پرّ و بالش را نبست 
"
11826,4,136,1,باز مرغی فوق دیواری نشست,"دیده سوی دانۀ دامی ببست 
"
11827,4,136,2,گه نظر ِ او سوی صحرا بُدی,"گاه حرصش سوی دانه میشدی
"
11828,4,136,3,این نظر با آن نظر چالیش كرد,"ناگهانی از خرد خالیش كرد
"
11829,4,136,4,* رفت و دانه خورد و اندر دام ماند,"صایدش کشت و بخورد و کام راند
"
11830,4,136,5,باز مرغی كان تردّد را گذاشت,"ز آن نظر بَر كند و بر صحرا گماشت 
"
11831,4,136,6,چون بکند او دل از این، شادان شد او,"تا امام جمله آزادان شد او
"
11832,4,136,7,هر كه او را مقتدا سازد،  ِبرَست,"در مقام امن و آزادی نشست 
"
11833,4,136,8,زآنكه شاه حازمان آمد دلش,"تا گلستان و چمن شد منزلش 
"
11834,4,136,9,حزم از او راضی و، او راضی ز حزم,"این چنین ُكن، گر كنی تدبیر و عزم 
"
11835,4,136,10,بارها در دام حرص افتاده ای,"حلق خود را در بریدن داده ای 
"
11836,4,136,11,بازت آن توّاب لطف آزاد كرد,"توبه پذرفت و درونت شاد كرد
"
11837,4,136,12,گفت: إن عُدتم كذا عُدنا كذا,"نَحن زَوجّنا الفعال بالجزا
"
11838,4,136,13,چونكه جفتی را بَر خود آورم,"آید آن جفتش دوانه، لاجرم 
"
11839,4,136,14,جفت كردیم این عمل را با اثر,"چون رسد جفتی، رسد جفتی دگر
"
11840,4,136,15,چون رباید غارتی از جفت، شوی,"جفت می آید پی او، شوی جوی 
"
11841,4,136,16,بار دیگر سوی این دام آمدی,"خاك اندر دیدۀ توبه زدی
"
11842,4,136,17,بازت آن توّاب بگشود آن گره,"گفت: هین بگریز و، این سو پا منه 
"
11843,4,136,18,باز چون پروانۀ نسیان رسید,"جانتان را جانب آتش كشید
"
11844,4,136,19,كم كن ای پروانه نسیان و شكی,"در پر سوزیده بنگر تو یكی 
"
11845,4,136,20,چون رهیدی،  ُشكر آن باشد كه هیچ,"سوی آن دانه نداری پیچ پیچ 
"
11846,4,136,21,تا تو را، چون شكر گوئی، بخشد او,"روزی بی دام و بی خوف عدو
"
11847,4,136,22,شكر آن نعمت كه تان آزاد كرد,"نعمت حق را بباید یاد كرد
"
11848,4,136,23,چند اندر رنجها و در بلا ؟,"گفته ای: برهان ز دامم، ای خدا
"
11849,4,136,24,تا چنین خدمت كنم، احسان كنم,"خاك اندر دیدۀ شیطان زنم
"
11850,4,136,25,* چون خلاصت داد حق از امتحان,"همچنانستی که بودی همچنان
"
11851,4,136,26,* چون رها کردت فرامش کردیش,"جان خود را مست و بی هُش کردیش 
"
11852,4,137,1,سگ زمستان جمع گردد استخوانش,"زخم سرما خُرد گرداند چنانش 
"
11853,4,137,2,كاو بگوید: كاین قدر تن كه منم,"خانه ای از سنگ باید كردنم 
"
11854,4,137,3,چون كه تابستان بیاید، من به چنگ,"بهر سرما خانه ای سازم ز سنگ 
"
11855,4,137,4,چون كه تابستان بیاید، از گشاد,"استخوانها پهن گردد پوست شاد
"
11856,4,137,5,زفت گردد، پا كِشد در سایه ای,"كاهلی، سیری، غری، خود رایه ای 
"
11857,4,137,6,گوید او، چون زفت بیند خویش را،,"در كدامین خانه گنجم ای كیا ؟
"
11858,4,137,7,گویدش دل: خانه ای ساز ای عمو,"گوید او: در خانه كی گنجم؟ بگو
"
11859,4,137,8,استخوان حرص تو، در وقت درد,"درهم آید، خُرد گردد در نورد
"
11860,4,137,9,گوئی از توبه: بسازم خانه ای,"در زمستان باشدم کاشانه ای 
"
11861,4,137,10,چون نماند این درد گشت، آن حرص رفت,"همچو سگ سودای خانه از تو رفت 
"
11862,4,137,11,شكر نعمت، خوشتر از نعمت بود,"شكر باره، كی سوی نعمت رود؟
"
11863,4,137,12,شكر، جان ِ نعمت و، نعمت چو پوست,"زآنكه شكر آرد تو را تا كوی دوست 
"
11864,4,137,13,نعمت آرد غفلت و، شكر انتباه,"صید نعمت كن به دام شكر ِ شاه 
"
11865,4,137,14,نعمتِ شكرت  ُكند  پُر چشم و میر,"تا  ُكنی صد نعمت ایثار فقیر
"
11866,4,137,15,سیر نوشی از طعام و نقل حق,"تا رود از تو شكم خواری و دق 
"
11867,4,137,16,* نعمت وهّاب را شکری کنید,"تا سر منحوس خود را نشکنید
"
11868,4,137,17,* شکر، جذب نعمت وافر کند,"کفر ِ نعمت، مرد را کافر کند 
"
11869,4,138,1,قوم گفتند: ای نصوحان بس بود,"آنچه گفتید، ار در این دِه، كس بود
"
11870,4,138,2,قفل بر دلهای ما بنهاد حق,"كس نتاند بُرد بر خالق سَبَق 
"
11871,4,138,3,نقش ما این كرد آن تصویرگر,"این نخواهد شد به گفت وگو دگر
"
11872,4,138,4,* سنگ را صد سال گوئی: لعل شو,"كهنه را صد سال گوئی: باش نو
"
11873,4,138,5,خاك را گوئی: صفات آب گیر,"آب را گوئی: عسل شو یا كه شیر
"
11874,4,138,6,* نار را گوئی که: نور محض شو,"پشه را گوئی که: سوی باد رو
"
11875,4,138,7,* قلب را گوئی که: زرّ پاک شو,"یا که اکسیری شو و چالاک شو
"
11876,4,138,8,هیچ از آن اوصاف دیگرگون شوند ؟,"آب کی گردد عسل؟ ای هوشمند
"
11877,4,138,9,خالق افلاك و هم افلاكیان,"خالق آب و تراب و خاكیان 
"
11878,4,138,10,آسمان را داد دوران و صفا,"آب و گِل را، تیره روئی و نما
"
11879,4,138,11,كی تواند آسمان دردی گزید؟,"كی تواند آب و گل صفوت خرید؟
"
11880,4,138,12,قسمتی كردست هر یك را رهی,"كی  َكهی گردد به جهدی چون  ُكهی ؟
"
11881,4,139,1,انبیا گفتند: کآری، آفرید,"وصفهائی كه نتان ز آن سر كشید
"
11882,4,139,2,وآفرید او وصفهای عارضی,"كه گهی مبغوض می گردد رضی 
"
11883,4,139,3,سنگ را گوئی كه: زر شو، بیهدست,"مس را گوئی كه: زر شو، راه هست 
"
11884,4,139,4,ریگ را گوئی كه: گل شو، عاجز است,"خاك را گوئی كه: گل شو، جایز است 
"
11885,4,139,5,رنجها دادست، كان را چاره نیست,"آن به مثل، لنگی و فطس و عمی است 
"
11886,4,139,6,رنجها دادست كان را چاره هست,"آن به مثل لقوه و درد سر است 
"
11887,4,139,7,این دواها ساخت بهر ائتلاف,"نیست این درد و دواها از گزاف 
"
11888,4,139,8,بلكه اغلب رنجها را چاره هست,"چون به جَد جوئی، بیاید آن به دست 
"
11889,4,140,1,قوم گفتند: ای گروه، این رنج ما,"نیست زآن رنجی كه بپذیرد دوا
"
11890,4,140,2,سالها گفتند از این افسون و پند,"سخت تر می گشت زآن، هر لحظه بند
"
11891,4,140,3,گر دوا را این مرض قابل بُدی,"آخر از وی ذرّه ای زایل شدی 
"
11892,4,140,4,سُدّه چون شد، آب ناید در جگر,"گر خورد دریا، رود جای دگر
"
11893,4,140,5,لاجرم آماس گیرد دست و پا,"تشنگی را نشكند آن استقا
"
11894,4,141,1,انبیا گفتند: نومیدی بد است,"فضل و رحمتهای باری، بی حد است 
"
11895,4,141,2,از چنین محسن نشاید ناامید,"دست در فتراك این رحمت زنید
"
11896,4,141,3,ای بسا كارا، كه اول صعب گشت,"بعد از آن بگشاده شد، سختی گذشت 
"
11897,4,141,4,بعد نومیدی، بسی اومیدهاست,"از پس ظلمت بسی خورشیدهاست 
"
11898,4,141,5,* خود گرفتم كه شما سنگین شدید,"قفلها بر گوش و بر دل بر زدید
"
11899,4,141,6,گرچه سنگین دل چو خارا آمدید,"قفلها بر گوش و چشم و جان زدید
"
11900,4,141,7,هیچ ما را با قبولی كار نیست,"كار ما تسلیم و فرمان بُردنیست 
"
11901,4,141,8,او بفرمودستمان این بندگی,"نیست ما را از خود این گویندگی 
"
11902,4,141,9,جان برای امر او داریم ما,"گر به ریگی گوید او كاریم ما
"
11903,4,141,10,* امر حق را ما گروه بی ریا,"میرسانیم این رسالت با شما
"
11904,4,141,11,غیر حق جان نبی را یار نیست,"با قبول و رد خلقش، كار نیست 
"
11905,4,141,12,مزد تبلیغ رسالاتش، از اوست,"زشت و دشمن رو شدیم، از بهر دوست 
"
11906,4,141,13,ما بر این درگه ملولان نیستیم,"تا ز بُعد راه، هر جا بیستیم 
"
11907,4,141,14,دل فرو بسته و ملول آن كس بود,"كز فراق یار در محبس بود
"
11908,4,141,15,دلبر و مطلوب، با ما حاضر است,"در نثار رحمتش، جان شاكر است 
"
11909,4,141,16,در دل ما، لاله زار و گلشنی است,"پیری و پژمردگی را راه نیست 
"
11910,4,141,17,دائما ترّ و جوانیم و لطیف,"تازه و خندان و شیرین و ظریف 
"
11911,4,141,18,پیش ما صد سال و یك ساعت، یكیست,"كه دراز و كوته از ما منفكیست 
"
11912,4,141,19,آن دراز و كوتهی در جسمهاست,"آن دراز و كوته اندر جان كجاست ؟
"
11913,4,141,20,سیصد و نه سال، آن اصحاب كهف,"پیششان یك روز، بی اندوه و لهف 
"
11914,4,141,21,وآنگهی، ننمودشان یك روز هم,"كه به تن باز آمد ارواح از عدم 
"
11915,4,141,22,چون نباشد روز و شب یا ماه و سال,"كی بود سیریّ و پیریّ و ملال؟ 
"
11916,4,141,23,در گلستان عدم، چون بی خودیست,"مستی از سغراق لطف ایزدیست 
"
11917,4,141,24,لم یذق لم یدر، هر كس كاو نخورد,"كی به وهم آرد جعل انفاس ورد ؟
"
11918,4,141,25,نیست موهوم، ار بُدی موهوم آن,"همچو موهومان شدی معدوم آن 
"
11919,4,141,26,دوزخ اندر وهم، چون آرد بهشت؟,"هیچ تابد روی خوب از خوك زشت؟ 
"
11920,4,141,27,هین گلوی خود مَبُرید، ای مهان,"این چنین لقمه رسیده تا دهان 
"
11921,4,141,28,راههای صعب پایان برده ایم,"ره بر اهل خویش آسان كرده ایم 
"
11922,4,141,29,* هین بجوئید از نجوم سعد راه,"زآنکه در ظلمت درید و قعر چاه
"
11923,4,141,30,* هر که ما را گشت پیرو، باز رَست,"از عذاب نار و، در جنت نشست
"
11924,4,142,1,قوم گفتند: ار شما سعد خودید,"نحس مائید و ضدّید و مرتدید
"
11925,4,142,2,جان ما فارغ بُد از اندیشه ها,"در غم افكندید ما را و عنا
"
11926,4,142,3,ذوق جمعیت كه بود و، اتفاق,"شد ز فال زشتتان، صد افتراق 
"
11927,4,142,4,طوطی نُقل و شكر بودیم ما,"مرغ ِ مرگ اندیش گشتیم از شما
"
11928,4,142,5,هر كجا افسانۀ غم گستریست,"هر كجا آوازۀ مستنكریست 
"
11929,4,142,6,هر كجا اندر جهان فال بدیست,"هر كجا مسخی، نكالی، مأخذیست 
"
11930,4,142,7,در مثال و قصه و فال ِ شماست,"در غم انگیزی شما را مشتهاست 
"
11931,4,143,1,انبیا گفتند: فال زشت و بد,"از میان جانتان دارد مدد
"
11932,4,143,2,گر تو جائی خفته باشی با خطر,"اژدها در قصد تو آید به سر
"
11933,4,143,3,مهربانی، مر تو را آگاه كرد,"كه بجه زود، ار نه اژدرهات خورد
"
11934,4,143,4,تو بگوئی: فال بد چون میزنی؟,"فال چه؟ برجه، ببین در روشنی 
"
11935,4,143,5,از میان فال بَد من خود تو را,"میرهانم میبرم سوی سرا
"
11936,4,143,6,چون نبی آگه كنندست از نهان,"كاو بدید، آنچه ندید اهل جهان 
"
11937,4,143,7,گر طبیبی گویدت: غوره مخَور,"كه چنین رنجی بر آرد از تو سر
"
11938,4,143,8,تو بگوئی: فال بد چون می زنی؟,"پس تو ناصح را مؤثم میكنی 
"
11939,4,143,9,ور منجم گویدت: امروز هیچ,"آن چنان كاری مكن اندر بسیچ 
"
11940,4,143,10,زآنکه نیکو نیست روز، امروز هان,"تا نگردی نادم و خاسر از آن
"
11941,4,143,11,صد ره ار بینی دروغ اختری,"یك دو باره راست آمد، میخری 
"
11942,4,143,12,این نجوم ما نشد هرگز خلاف,"صحتش چون ماند از تو در غلاف؟ 
"
11943,4,143,13,آن طبیب و آن منجم، از گمان,"می كنند آگاه و ما، خود از عیان 
"
11944,4,143,14,دود می بینیم و آتش از كران,"حمله می آرد به سوی منكران 
"
11945,4,143,15,تو همی گوئی: خمش كن زین مقال,"كه زیان ماست، قال ِ شوم ِ فال 
"
11946,4,143,16,ای كه نصح ناصحان را نشنوی,"فال بد با توست، هر جا میروی 
"
11947,4,143,17,افعئی بر پشت تو بَر میرود,"او ز بامی بیندت، آگه كند
"
11948,4,143,18,گوئیش: خاموش و، غمگینم مكن,"گوید او خوش باش، خود رفت این سخن 
"
11949,4,143,19,چون زند افعی دهان بر گردنت,"تلخ گردد جمله شادی کردنت 
"
11950,4,143,20,پس بدو گوئی: همین بود ای فلان؟,"چون نبدریدی گریبان در فغان؟ 
"
11951,4,143,21,یا ز بالایم تو سنگی میزدی,"تا مرا از جدّ نمودی آن بَدی 
"
11952,4,143,22,* او بگوید: زانكه می آزرده ای,"تو بگوئی: نی، که شادم كرده ای 
"
11953,4,143,23,گفت: من كردم جوانمردی به پند,"تا رهانم من تو را زین خشك بند
"
11954,4,143,24,گوید او: آزرده میگشتی، چه سود؟,"من بسی گفتم، تو را روزی نبود
"
11955,4,143,25,از لئیمی حق آن نشناختی,"مایۀ ایذا و طغیان ساختی 
"
11956,4,143,26,این بود خوی لئیمان دنی,"بد كند با تو، چو نیكوئی كنی 
"
11957,4,143,27,نفس را زین صبر میكن منحنیش,"كه لئیم است و نسازد نیكوئیش 
"
11958,4,143,28,با كریمی گر كند، احسان سزد,"هر یكی را او عوض هفصد دهد
"
11959,4,143,29,با لئیمی چون كنی قهر و جفا,"بنده ای گردد تو را بس با وفا
"
11960,4,143,30,كافران، كآرند در نعمت جفا,"باز در دوزخ نداشان ربّنا
"
11961,4,143,31,كه لئیمان در جفا، صافی شوند,"چون وفا بینند خود جافی شوند
"
11962,4,144,1,مسجد طاعاتشان خود دوزخ است,"پای بند مرغ بیگانه فخ است 
"
11963,4,144,2,هست زندان، صومعۀ دزد و لئیم,"كاندر او ذاكر شود حق را مقیم 
"
11964,4,144,3,چون عبادت بود مقصود از بشر,"شد عبادتگاهِ گردن كش، سقر
"
11965,4,144,4,آدمی را هست در هر كار دست,"لیك ازو مقصود، این خدمت بُدَست 
"
11966,4,144,5,ما خَلَقْتُ الْجِنَّ وَ الْإِنْسَ این بخوان,"جز عبادت نیست مقصود از جهان 
"
11967,4,144,6,گر چه مقصود از كتاب آن فن بود,"گر تواش بالش كنی هم می شود
"
11968,4,144,7,لیك ازو مقصود این بالش نبود,"علم بود و دانش و ارشاد و سود
"
11969,4,144,8,گر تو میخی ساختی شمشیر را,"بر گزیدی بر ظفر ادبیر را
"
11970,4,144,9,گر چه مقصود از بشر علم و هدیست,"لیك هر یك آدمی را معبدیست 
"
11971,4,144,10,معبد مرد كریم، أكرمتهُ,"معبد مرد لئیم، أسقمتهُ 
"
11972,4,144,11,مر لئیمان را بزن، تا سر نهند,"مر كریمان را بده، تا بر دهند
"
11973,4,144,12,لاجرم حق هر دو مسجد آفرید,"دوزخ آنها را و، اینها را مزید
"
11974,4,145,1,ساخت موسی قدس، در باب صغیر,"تا فرود آرند سر، قوم زحیر
"
11975,4,145,2,زآنكه جباران بُدند و سر فراز,"دوزخ آن باب صغیر است و نیاز
"
11976,4,145,3,آنچنان كه حق ز لحم و استخوان,"از شهان باب صغیری ساخت هان 
"
11977,4,145,4,اهل دنیا، سجدۀ ایشان كنند,"چون كه سجدۀ كبریا را دشمنند
"
11978,4,145,5,ساخت سرگین دانگی محرابشان,"نام آن محراب میر و پهلوان 
"
11979,4,145,6,لایق این حضرت پاكی، نَه اید,"نیشكر نی، لیک در صورت نی اید
"
11980,4,145,7,آن سگان را این خسان خاضع شوند,"شیر را عار است، كاو را بگروند
"
11981,4,145,8,گربه باشد، شحنۀ هر موش خو,"موش كه بود؟ تا ز شیران ترسد او
"
11982,4,145,9,خوف ایشان، از كلاب حق بود,"خوفشان كی ز آفتاب حق بود ؟
"
11983,4,145,10,"""ربی الأعلی"" است ورد آن شهان","""رب ادنی"" در خور این ابلهان 
"
11984,4,145,11,موش كی ترسد ز شیران مصاف؟,"بلكه آن آهوتگان مُشك ناف 
"
11985,4,145,12,رو به پیش دیگ لیس ای کاسه لیس,"توش خداوند و ولی نعمت نویس 
"
11986,4,145,13,دیگ لیسی، کاسه لیسی را بجو,"توش خداوند و ولی نعمت بگو
"
11987,4,145,14,بس كن، ار شرحی بگویم دور دست,"خشم گیرد میر و هم داند كه هست 
"
11988,4,145,15,حاصل آن آمد، كه بد كن ای كریم,"با لئیمان، تا نهد گردن لئیم 
"
11989,4,145,16,با لئیم ِ نفس، چون احسان كند ؟,"چون لئیمان، نفس بد، كفران كند
"
11990,4,145,17,زین سبب بُد كاهل محنت شاكرند,"اهل نعمت طاغی اند و ماكرند
"
11991,4,145,18,هست طاغی بگلر زرین قبا,"هست شاكر خستۀ صاحب عبا
"
11992,4,145,19,شكر كی روید ز املاك و نعم؟,"شكر میروید ز بلوی و سقم 
"
11993,4,146,1,صوفئی بر میخ روزی سفره دید,"چرخ میزد، جامه ها را میدرید
"
11994,4,146,2,بانگ میزد: نک نوای بی نوا,"قحطها و دردها را، نک دوا
"
11995,4,146,3,چونكه دود و سوز او بسیار شد,"هر كه صوفی بود، با او یار شد
"
11996,4,146,4,* كخ كخی و های و هوئی میزدند,"تا که چندی مست و بی خود می شدند
"
11997,4,146,5,بوالفضولی گفت صوفی را: كه چیست؟,"سفرۀ آویخته، از نان تهیست 
"
11998,4,146,6,گفت: رو رو، نقش بی معنیستی,"بیخبر از خویش و عاشق نیستی 
"
11999,4,146,7,عشق ِ نان، بی نان غذای عاشق است,"بندِ هستی نیست، هر كاو صادق است 
"
12000,4,146,8,عاشقان را كار نبود با وجود,"عاشقان را هست بی سرمایه سود
"
12001,4,146,9,بال نیّ و، گِرد عالم میپرند,"دست نیّ و، گو ز میدان میبرند
"
12002,4,146,10,آن فقیری كاو ز معنی بوی یافت,"دست ببریده همی زنبیل بافت 
"
12003,4,146,11,عاشقان اندر عدم خیمه زدند,"چون عدم، یك رنگ و نفس واحدند
"
12004,4,146,12,شیر خواره كی شناسد ذوق لوت؟,"مر پری را بوی باشد لوت و پوت 
"
12005,4,146,13,آدمی كی بو برد از بوی او؟,"چونكه خوی اوست، ضد خوی او
"
12006,4,146,14,یابد از بو، آن پریّ بوی كش,"تو نیابی آن، ز صد من لوت خوش 
"
12007,4,146,15,پیش قبطی خون بود آن آب نیل,"آب باشد پیش سبطی جمیل 
"
12008,4,146,16,جاده باشد بحر ز اسرائیلیان,"غرقه گه باشد ز فرعون عوان 
"
12009,4,146,17,* باد بُد بر عادیان  ُگرز و تبر,"لیک بُد بر هود و بر قومش ظفر
"
12010,4,146,18,* گلستان باشد بر ابراهیم نار,"لیک بر نمرود باشد زهر مار
"
12011,4,146,19,* بر سمندر باشد آتش خاندان,"لیک باشد بر دگر مرغان زیان
"
12012,4,146,20,* نزد عاشق درد و غم حلوا بود,"لیک حلوا بر خسان بلوا بود
"
12013,4,147,1,آنچه یعقوب از رخ یوسف بدید,"* وآنچه او از بوی او اندر کشید
"
12014,4,147,2,وآنچه در وی بود و اندر وی بدید*,"خاص او بُد، آن به اخوان كی رسید؟
"
12015,4,147,3,این ز عشقش، خویش در چَه می كند,"وآن به كین، از بهر او چَه می َكنَد
"
12016,4,147,4,سفرۀ او پیش این از نان تهیست,"پیش یعقوب است پُر، كاو مشتهیست 
"
12017,4,147,5,روی ناشسته، نبیند روی حور,"لا صلاة گفت إلا بالطهور
"
12018,4,147,6,عشق باشد لوت و پوت جانها,"جوع از این روی است، قوت جانها
"
12019,4,147,7,جوع یوسف بود مر یعقوب را,"بوی نانش میرسید از دور جا
"
12020,4,147,8,آن كه بستد پیرهن را می شتافت,"بوی پیراهان یوسف می نیافت 
"
12021,4,147,9,وآنكه صد فرسنگ ز آن سو بود او,"چونكه بُد یعقوب، می بوئید بو
"
12022,4,147,10,ای بسا عالِم، ز دانش بی نصیب,"حافظ علم است آن كس نی حبیب 
"
12023,4,147,11,مستمع از وی همی یابد مشام,"گر چه باشد مستمع از جنس عام 
"
12024,4,147,12,زانكه پیراهن به دستش عاریه است,"چون به دست آن نخاسی جاریه است 
"
12025,4,147,13,جاریه پیش نخاسی سرسریست,"در كف او، از برای مشتریست 
"
12026,4,147,14,قسمت حق است روزی دادنی,"هر یكی را سوی دیگر، راه نی 
"
12027,4,147,15,یك خیال نیك، باغ آن شده,"یك خیال زشت، راه این زده 
"
12028,4,147,16,* آن خیالی، از اثر باغی شده,"وین خیالی، عالمی بر هم زده
"
12029,4,147,17,آن خدایی كز خیالی، باغ ساخت,"و ز خیالی دوزخ و جای گداخت 
"
12030,4,147,18,پس، كه داند راه گلشنهای او؟,"پس كه داند جای گلخنهای او؟
"
12031,4,147,19,دیده بان دل نبیند در مجال,"كز كدامین رُكن جان، آید خیال 
"
12032,4,147,20,* جز مگر آن دل که دارد عون حق,"کون او را نیست کرده، کون ِ حق
"
12033,4,147,21,گر بدیدی مطلعش را ز احتیال,"بند كردی راه هر ناخوش خیال 
"
12034,4,147,22,كی رسد جاسوس را آن جا قدم؟,"كه بود مرصاد و در بند عدم 
"
12035,4,147,23,دامن فضلش به كف كن، كور وار,"قبض اعمی این بود، ای شهریار
"
12036,4,147,24,دامن او، امر و فرمان وی است,"نیك بختی كه تقی جان وی است 
"
12037,4,147,25,آن یكی در مرغزار و جوی آب,"و آن یكی پهلوی او اندر عذاب 
"
12038,4,147,26,او عجب مانده، كه ذوق این ز چیست؟,"وین عجب مانده، كه این در حبس كیست ؟
"
12039,4,147,27,هین چرا خشكی؟ كه اینجا چشمه هاست,"هین چرا زردی؟ كه اینجا صد دواست 
"
12040,4,147,28,همنشینا، هین در آ اندر چمن,"گوید ای جان، من نیارم آمدن
"
12041,4,147,29,* هین بیا جانا که پایت بسته نیست,"گویدش نی نی، نتانم، تو بایست 
"
12042,4,148,1,* یک مثل آمد در این معنی به گفت,"بو که یابی زین بیان سرّ نهفت
"
12043,4,148,2,اندرین معنی بگویم قصه ای,"گوش بگشا تا بری زآن حصه ای
"
12044,4,148,3,در زمانی بود امیری از کرام,"بود سنقر نام، او را یک غلام
"
12045,4,148,4,میر شد محتاج گرمابه سحر,"بانگ زد: سنقر، هلا بردار سر
"
12046,4,148,5,طاس و مندیل و گل از التون بگیر,"تا به گرمابه رویم، ای ناگزیر
"
12047,4,148,6,سنقر آمد، طاس و مندیل نكو,"بر گرفت و رفت با او، دو به دو
"
12048,4,148,7,مسجدی در ره بُد و بانگ صلا,"آمد اندر گوش سنقر در ملا
"
12049,4,148,8,بود سنقر سخت مولع در نماز,"گفت: ای میر من، ای بنده نواز
"
12050,4,148,9,تو بدین دكان زمانی صبر كن,"تا گذارم فرض و خوانم لمْ یكن 
"
12051,4,148,10,* رفت سنقر، میر بر دکان نشست,"منتظر از بادۀ پندار مست
"
12052,4,148,11,* میر از بهر دل آن زنده جان,"کرد یک ساعت توقف بر دکان
"
12053,4,148,12,* چون امام و قوم بیرون آمدند,"از نماز و وردها فارغ شدند
"
12054,4,148,13,سنقر آنجا ماند تا نزدیك چاشت,"میر سنقر را زمانی چشم داشت 
"
12055,4,148,14,گفت: ای سنقر، چرا نائی برون؟,"گفت: می نگذاردم ای ذو فنون 
"
12056,4,148,15,صبر كن، نك آمدم، ای روشنی,"نیستم غافل، كه در گوش منی 
"
12057,4,148,16,هفت نوبت صبر كرد و بانگ كرد,"تا كه عاجز گشت از تیباش مرد
"
